chr	block	start	end	block_length	n_haplotypes	n_clusters	max_cluster_size	singleton_count	dominance	shannon_entropy
chr1	chr1_32087440-32248405	32087440	32248405	160965	5096	36	4022	22	0.789246	1.06456
chr1	chr1_32248405-32401035	32248405	32401035	152630	5096	961	1310	602	0.257064	6.91755
chr1	chr1_3233411-3294894	3233411	3294894	61483	5096	1216	1765	993	0.34635	5.43202
chr1	chr1_32401035-32427513	32401035	32427513	26478	5096	20	3855	7	0.756476	1.28611
chr1	chr1_32427513-32599883	32427513	32599883	172370	5096	294	4104	220	0.805338	1.81187
chr1	chr1_32599883-32693175	32599883	32693175	93292	5096	4	3827	0	0.750981	1.13357
chr1	chr1_32693175-32753819	32693175	32753819	60644	5096	5	5048	3	0.990581	0.0810275
chr1	chr1_32753819-32884582	32753819	32884582	130763	5096	9	3739	4	0.733713	1.18246
chr1	chr1_32884582-32984662	32884582	32984662	100080	5096	91	3239	51	0.635597	1.99244
chr1	chr1_3294894-3321237	3294894	3321237	26343	5096	292	822	162	0.161303	4.71301
chr1	chr1_32984662-33073363	32984662	33073363	88701	5096	10	2046	0	0.401491	2.07791
chr1	chr1_33073363-33132187	33073363	33132187	58824	5096	94	1187	51	0.232928	3.21968
chr1	chr1_33132187-33225097	33132187	33225097	92910	5096	100	2702	52	0.53022	1.50777
chr1	chr1_3321237-3356213	3321237	3356213	34976	5096	2061	888	1613	0.174254	8.31216
chr1	chr1_33225097-33292605	33225097	33292605	67508	5096	83	4562	48	0.895212	0.921996
chr1	chr1_33292605-33455601	33292605	33455601	162996	5096	800	2532	595	0.49686	4.31427
chr1	chr1_33455601-33520932	33455601	33520932	65331	5096	21	3747	12	0.735283	0.950648
chr1	chr1_33520932-33555686	33520932	33555686	34754	5096	94	1483	51	0.291013	2.8257
chr1	chr1_33555686-33579016	33555686	33579016	23330	5096	64	3830	31	0.75157	1.50121
chr1	chr1_3356213-3377658	3356213	3377658	21445	5096	86	2752	52	0.540031	2.41141
chr1	chr1_33579016-33592867	33579016	33592867	13851	5096	88	1729	45	0.339286	2.61655
chr1	chr1_33592867-33636127	33592867	33636127	43260	5096	254	2344	130	0.459969	3.88357
chr1	chr1_33636127-33689901	33636127	33689901	53774	5096	85	4145	43	0.813383	1.34735
chr1	chr1_33689901-33717407	33689901	33717407	27506	5096	48	3069	20	0.602237	2.09292
chr1	chr1_33717407-33755615	33717407	33755615	38208	5096	195	2768	114	0.543171	3.15277
chr1	chr1_33755615-33780621	33755615	33780621	25006	5096	248	943	146	0.185047	4.43957
chr1	chr1_3377658-3403912	3377658	3403912	26254	5096	172	1966	96	0.385793	3.1128
chr1	chr1_33780621-33789100	33780621	33789100	8479	5096	26	3648	12	0.715856	1.39719
chr1	chr1_33789100-33829273	33789100	33829273	40173	5096	2	3913	0	0.767857	0.781728
chr1	chr1_33829273-33866929	33829273	33866929	37656	5096	2	4616	0	0.905808	0.450308
chr1	chr1_33866929-33884620	33866929	33884620	17691	5096	4	2557	0	0.501766	1.40715
chr1	chr1_33884620-33908376	33884620	33908376	23756	5096	162	2512	90	0.492936	2.99127
chr1	chr1_33908376-33922263	33908376	33922263	13887	5096	111	1299	60	0.254906	3.99656
chr1	chr1_33922263-33962742	33922263	33962742	40479	5096	1014	1566	658	0.3073	6.3715
chr1	chr1_33962742-34010171	33962742	34010171	47429	5096	137	1669	82	0.327512	3.28774
chr1	chr1_34010171-34073757	34010171	34073757	63586	5096	163	1798	108	0.352826	3.41759
chr1	chr1_3403912-3416119	3403912	3416119	12207	5096	137	2688	77	0.527473	2.6875
chr1	chr1_34073757-34103499	34073757	34103499	29742	5096	8	2227	1	0.437009	1.99862
chr1	chr1_34103499-34150650	34103499	34150650	47151	5096	106	4122	60	0.80887	1.46035
chr1	chr1_34150650-34174661	34150650	34174661	24011	5096	120	1886	70	0.370094	2.72615
chr1	chr1_3416119-3435977	3416119	3435977	19858	5096	57	3202	38	0.628336	1.50551
chr1	chr1_34174661-34211879	34174661	34211879	37218	5096	383	1753	257	0.343995	4.3118
chr1	chr1_34211879-34261838	34211879	34261838	49959	5096	3	4366	1	0.85675	0.594836
chr1	chr1_34261838-34332413	34261838	34332413	70575	5096	166	3220	101	0.631868	2.45204
chr1	chr1_34332413-34350293	34332413	34350293	17880	5096	3	3897	0	0.764717	0.992579
chr1	chr1_34350293-34421143	34350293	34421143	70850	5096	47	1835	24	0.360086	2.1959
chr1	chr1_3435977-3488732	3435977	3488732	52755	5096	978	943	660	0.185047	6.41172
chr1	chr1_34421143-34475099	34421143	34475099	53956	5096	291	1913	171	0.375392	3.62504
chr1	chr1_34475099-34575721	34475099	34575721	100622	5096	301	2055	193	0.403257	3.19461
chr1	chr1_34575721-34594533	34575721	34594533	18812	5096	17	2723	8	0.534341	1.29903
chr1	chr1_34594533-34626805	34594533	34626805	32272	5096	288	2941	184	0.577119	2.62322
chr1	chr1_34626805-34652681	34626805	34652681	25876	5096	90	2798	52	0.549058	2.4315
chr1	chr1_34652681-34740580	34652681	34740580	87899	5096	397	1757	309	0.34478	3.47228
chr1	chr1_34740580-34776983	34740580	34776983	36403	5096	1027	747	659	0.146586	7.08498
chr1	chr1_34776983-34802507	34776983	34802507	25524	5096	107	1708	59	0.335165	2.85467
chr1	chr1_34802507-34842990	34802507	34842990	40483	5096	67	2997	39	0.588108	1.90347
chr1	chr1_34842990-34854344	34842990	34854344	11354	5096	95	1928	51	0.378336	3.05912
chr1	chr1_34854344-34903159	34854344	34903159	48815	5096	401	1198	222	0.235086	4.95544
chr1	chr1_3488732-3542633	3488732	3542633	53901	5096	215	2359	156	0.462912	2.84175
chr1	chr1_34903159-34913978	34903159	34913978	10819	5096	73	1767	39	0.346743	2.98741
chr1	chr1_34913978-35168336	34913978	35168336	254358	5096	355	2776	319	0.544741	2.63704
chr1	chr1_35168336-35557823	35168336	35557823	389487	5096	1149	2732	1121	0.536107	4.3258
chr1	chr1_3542633-3569559	3542633	3569559	26926	5096	472	1993	314	0.391091	4.39516
chr1	chr1_35557823-35861761	35557823	35861761	303938	5096	82	2480	67	0.486656	1.63557
chr1	chr1_3569559-3597419	3569559	3597419	27860	5096	1768	652	1314	0.127943	8.57487
chr1	chr1_35861761-36119476	35861761	36119476	257715	5096	7	3015	1	0.591641	1.59178
chr1	chr1_3597419-3658462	3597419	3658462	61043	5096	819	2047	618	0.401688	4.85114
chr1	chr1_36119476-36210889	36119476	36210889	91413	5096	623	957	411	0.187794	5.37596
chr1	chr1_36210889-36392266	36210889	36392266	181377	5096	1704	1284	1340	0.251962	7.33227
chr1	chr1_36392266-36469807	36392266	36469807	77541	5096	27	3048	18	0.598116	1.731
chr1	chr1_36469807-36524557	36469807	36524557	54750	5096	729	1174	445	0.230377	5.80906
chr1	chr1_36524557-36555030	36524557	36555030	30473	5096	432	1553	255	0.304749	4.24911
chr1	chr1_36555030-36579125	36555030	36579125	24095	5096	443	462	251	0.0906593	5.60279
chr1	chr1_36579125-36614714	36579125	36614714	35589	5096	167	1717	96	0.336931	3.51916
chr1	chr1_3658462-3666645	3658462	3666645	8183	5096	11	2528	6	0.496075	1.80014
chr1	chr1_36614714-36670822	36614714	36670822	56108	5096	35	2023	19	0.396978	2.13518
chr1	chr1_3666645-3687362	3666645	3687362	20717	5096	825	2366	560	0.464286	5.33559
chr1	chr1_36670822-36732751	36670822	36732751	61929	5096	191	2210	123	0.433673	2.78494
chr1	chr1_36732751-36803422	36732751	36803422	70671	5096	54	2511	33	0.492739	1.55063
chr1	chr1_36803422-36859334	36803422	36859334	55912	5096	391	2483	239	0.487245	4.02188
chr1	chr1_36859334-36954256	36859334	36954256	94922	5096	90	4050	65	0.794741	1.11341
chr1	chr1_3687362-3716816	3687362	3716816	29454	5096	160	2586	115	0.507457	2.26592
chr1	chr1_36954256-36984084	36954256	36984084	29828	5096	486	1381	316	0.270997	4.67653
chr1	chr1_36984084-37053734	36984084	37053734	69650	5096	587	2111	358	0.414246	4.7943
chr1	chr1_37053734-37079522	37053734	37079522	25788	5096	441	1253	267	0.245879	4.60643
chr1	chr1_37079522-37131159	37079522	37131159	51637	5096	226	1633	149	0.320447	3.06443
chr1	chr1_37131159-37192362	37131159	37192362	61203	5096	75	2348	40	0.460754	2.52829
chr1	chr1_3716816-3764165	3716816	3764165	47349	5096	890	1258	589	0.24686	6.24172
chr1	chr1_37192362-37225848	37192362	37225848	33486	5096	29	3562	11	0.69898	1.63548
chr1	chr1_37225848-37311000	37225848	37311000	85152	5096	663	1405	425	0.275706	5.44143
chr1	chr1_37311000-37348933	37311000	37348933	37933	5096	222	1870	138	0.366954	3.23676
chr1	chr1_37348933-37432232	37348933	37432232	83299	5096	397	2067	296	0.405612	3.25328
chr1	chr1_37432232-37485060	37432232	37485060	52828	5096	102	2160	61	0.423862	2.21922
chr1	chr1_37485060-37557454	37485060	37557454	72394	5096	106	1697	61	0.333006	2.53236
chr1	chr1_37557454-37630675	37557454	37630675	73221	5096	33	2033	12	0.39894	2.02957
chr1	chr1_37630675-37678016	37630675	37678016	47341	5096	678	1814	472	0.355965	4.98559
chr1	chr1_3764165-3816032	3764165	3816032	51867	5096	405	1703	256	0.334184	4.00011
chr1	chr1_37678016-37731957	37678016	37731957	53941	5096	291	1849	158	0.362834	3.50975
chr1	chr1_37731957-37945773	37731957	37945773	213816	5096	500	2397	415	0.470369	3.04667
chr1	chr1_37945773-38001236	37945773	38001236	55463	5096	2	4460	0	0.875196	0.543013
chr1	chr1_38001236-38093722	38001236	38093722	92486	5096	427	2631	282	0.516287	3.54296
chr1	chr1_38093722-38136523	38093722	38136523	42801	5096	460	1225	284	0.240385	4.81621
chr1	chr1_38136523-38191879	38136523	38191879	55356	5096	142	2853	84	0.559851	2.82776
chr1	chr1_3816032-3867334	3816032	3867334	51302	5096	4	1682	0	0.330063	1.9258
chr1	chr1_38191879-38217049	38191879	38217049	25170	5096	18	4971	11	0.975471	0.226954
chr1	chr1_38217049-38265833	38217049	38265833	48784	5096	783	1217	519	0.238815	5.88992
chr1	chr1_38265833-38356696	38265833	38356696	90863	5096	636	2060	547	0.404239	3.67553
chr1	chr1_38356696-38409958	38356696	38409958	53262	5096	73	3471	42	0.681122	1.97558
chr1	chr1_38409958-38448157	38409958	38448157	38199	5096	2	4055	0	0.795722	0.730402
chr1	chr1_38448157-38466946	38448157	38466946	18789	5096	368	1318	199	0.258634	5.18519
chr1	chr1_38466946-38485459	38466946	38485459	18513	5096	154	2953	88	0.579474	2.79591
chr1	chr1_38485459-38585114	38485459	38585114	99655	5096	2937	502	2386	0.0985086	10.1113
chr1	chr1_38585114-38610643	38585114	38610643	25529	5096	147	2315	97	0.454278	2.00342
chr1	chr1_38610643-38680242	38610643	38680242	69599	5096	436	1736	295	0.340659	4.15505
chr1	chr1_3867334-3881836	3867334	3881836	14502	5096	328	1100	194	0.215856	4.58189
chr1	chr1_38680242-38743818	38680242	38743818	63576	5096	272	3457	173	0.678375	2.53138
chr1	chr1_38743818-38752060	38743818	38752060	8242	5096	2	2583	0	0.506868	0.999864
chr1	chr1_38752060-38783041	38752060	38783041	30981	5096	132	2221	81	0.435832	2.69316
chr1	chr1_38783041-38822759	38783041	38822759	39718	5096	427	972	239	0.190738	5.24737
chr1	chr1_3881836-3918389	3881836	3918389	36553	5096	122	3300	71	0.647567	2.17369
chr1	chr1_38822759-38868139	38822759	38868139	45380	5096	30	3689	11	0.723901	1.48197
chr1	chr1_38868139-38921118	38868139	38921118	52979	5096	490	1587	304	0.311421	4.22814
chr1	chr1_38921118-38944484	38921118	38944484	23366	5096	21	2355	5	0.462127	2.33931
chr1	chr1_38944484-39084589	38944484	39084589	140105	5096	174	2348	155	0.460754	2.21679
chr1	chr1_39084589-39500089	39084589	39500089	415500	5096	84	2787	75	0.5469	1.60494
chr1	chr1_3918389-3942706	3918389	3942706	24317	5096	2098	330	1578	0.0647567	9.31317
chr1	chr1_3942706-3950282	3942706	3950282	7576	5096	810	1700	539	0.333595	5.02508
chr1	chr1_39500089-39627659	39500089	39627659	127570	5096	6	2789	0	0.547292	1.82493
chr1	chr1_3950282-3995220	3950282	3995220	44938	5096	209	4615	148	0.905612	1.09023
chr1	chr1_39627659-39672930	39627659	39672930	45271	5096	491	854	300	0.167582	5.47975
chr1	chr1_39672930-39698771	39672930	39698771	25841	5096	25	3163	16	0.620683	1.30504
chr1	chr1_39698771-39733674	39698771	39733674	34903	5096	159	1970	94	0.386578	3.23252
chr1	chr1_39733674-39791400	39733674	39791400	57726	5096	78	1967	47	0.385989	2.49916
chr1	chr1_39791400-39825196	39791400	39825196	33796	5096	65	2626	37	0.515306	1.91585
chr1	chr1_39825196-39912063	39825196	39912063	86867	5096	141	2008	87	0.394035	2.76285
chr1	chr1_39912063-39977534	39912063	39977534	65471	5096	210	1568	163	0.307692	2.83322
chr1	chr1_3995220-4046591	3995220	4046591	51371	5096	331	2277	257	0.446821	3.10288
chr1	chr1_39977534-40082108	39977534	40082108	104574	5096	128	2177	97	0.427198	2.43216
chr1	chr1_40082108-40107462	40082108	40107462	25354	5096	55	3277	25	0.643053	1.90528
chr1	chr1_40107462-40299839	40107462	40299839	192377	5096	105	2689	72	0.527669	2.44628
chr1	chr1_40299839-40344186	40299839	40344186	44347	5096	110	2266	65	0.444662	2.7029
chr1	chr1_40344186-40425466	40344186	40425466	81280	5096	193	3736	138	0.733124	1.76235
chr1	chr1_40425466-40457519	40425466	40457519	32053	5096	391	1355	196	0.265895	5.43632
chr1	chr1_40457519-40564815	40457519	40564815	107296	5096	26	2334	15	0.458006	1.70892
chr1	chr1_4046591-4093147	4046591	4093147	46556	5096	948	1976	718	0.387755	4.99667
chr1	chr1_40564815-40622533	40564815	40622533	57718	5096	342	1997	216	0.391876	3.38715
chr1	chr1_40622533-40666553	40622533	40666553	44020	5096	24	1382	12	0.271193	2.18901
chr1	chr1_40666553-40785843	40666553	40785843	119290	5096	2	3562	0	0.69898	0.882535
chr1	chr1_40785843-40816897	40785843	40816897	31054	5096	263	2652	169	0.520408	2.66715
chr1	chr1_40816897-40832838	40816897	40832838	15941	5096	66	1866	34	0.36617	2.1985
chr1	chr1_40832838-40853380	40832838	40853380	20542	5096	60	2577	30	0.505691	2.04621
chr1	chr1_40853380-40881556	40853380	40881556	28176	5096	55	1547	31	0.303571	2.42078
chr1	chr1_40881556-40918052	40881556	40918052	36496	5096	296	1208	165	0.237049	3.91351
chr1	chr1_40918052-40955256	40918052	40955256	37204	5096	292	1637	174	0.321232	3.66553
chr1	chr1_4093147-4120746	4093147	4120746	27599	5096	39	1658	23	0.325353	2.11205
chr1	chr1_40955256-40987208	40955256	40987208	31952	5096	134	1972	79	0.38697	3.30801
chr1	chr1_40987208-41282752	40987208	41282752	295544	5096	4	3488	0	0.684458	1.39124
chr1	chr1_4120746-4174752	4120746	4174752	54006	5096	225	1929	170	0.378532	2.5821
chr1	chr1_41282752-41365342	41282752	41365342	82590	5096	27	3072	12	0.602826	1.57613
chr1	chr1_41365342-41386275	41365342	41386275	20933	5096	162	1716	100	0.336735	3.57638
chr1	chr1_41386275-41416635	41386275	41416635	30360	5096	127	3243	74	0.636381	2.25541
chr1	chr1_41416635-41450211	41416635	41450211	33576	5096	75	4220	45	0.8281	1.2556
chr1	chr1_41450211-41509505	41450211	41509505	59294	5096	90	3382	62	0.663658	1.49121
chr1	chr1_41509505-41637206	41509505	41637206	127701	5096	772	2986	611	0.58595	3.68942
chr1	chr1_41637206-41668182	41637206	41668182	30976	5096	103	2407	47	0.472331	2.46262
chr1	chr1_41668182-41806493	41668182	41806493	138311	5096	353	1827	256	0.358516	3.49511
chr1	chr1_4174752-4226801	4174752	4226801	52049	5096	69	4869	50	0.955455	0.457074
chr1	chr1_41806493-41888399	41806493	41888399	81906	5096	4	3723	0	0.730573	0.854265
chr1	chr1_41888399-42041758	41888399	42041758	153359	5096	21	2081	10	0.408359	1.96722
chr1	chr1_42041758-42161609	42041758	42161609	119851	5096	332	1345	224	0.263932	3.63727
chr1	chr1_42161609-42416445	42161609	42416445	254836	5096	2365	1155	2154	0.226648	7.73295
chr1	chr1_4226801-4236223	4226801	4236223	9422	5096	4	3559	0	0.698391	1.17571
chr1	chr1_4236223-4307920	4236223	4307920	71697	5096	464	2157	360	0.423273	3.58409
chr1	chr1_42416445-42543945	42416445	42543945	127500	5096	16	2702	6	0.53022	1.4783
chr1	chr1_42543945-42616565	42543945	42616565	72620	5096	33	2797	19	0.548862	2.0585
chr1	chr1_42616565-42763014	42616565	42763014	146449	5096	83	1878	57	0.368524	2.54373
chr1	chr1_42763014-42835783	42763014	42835783	72769	5096	183	2083	117	0.408752	2.33729
chr1	chr1_42835783-42852122	42835783	42852122	16339	5096	1	5096	0	1	0
chr1	chr1_42852122-42900608	42852122	42900608	48486	5096	27	2272	10	0.44584	1.73129
chr1	chr1_42900608-42932805	42900608	42932805	32197	5096	100	2226	57	0.436813	2.17123
chr1	chr1_42932805-42994483	42932805	42994483	61678	5096	272	2208	176	0.433281	3.42619
chr1	chr1_42994483-43058261	42994483	43058261	63778	5096	1606	1661	1211	0.325942	6.94429
chr1	chr1_43058261-43098407	43058261	43098407	40146	5096	29	2975	16	0.583791	1.80465
chr1	chr1_4307920-4320284	4307920	4320284	12364	5096	66	2442	36	0.479199	2.22168
chr1	chr1_43098407-43198448	43098407	43198448	100041	5096	249	2162	141	0.424254	3.55589
chr1	chr1_43198448-43232297	43198448	43232297	33849	5096	126	2831	59	0.555534	2.55401
chr1	chr1_4320284-4359937	4320284	4359937	39653	5096	449	2960	283	0.580848	3.46172
chr1	chr1_43232297-43292284	43232297	43292284	59987	5096	108	4749	72	0.931907	0.722553
chr1	chr1_43292284-43315969	43292284	43315969	23685	5096	109	2498	52	0.490188	2.7245
chr1	chr1_43315969-43484139	43315969	43484139	168170	5096	245	2870	157	0.563187	2.77659
chr1	chr1_43484139-43544785	43484139	43544785	60646	5096	250	1799	144	0.353022	3.44883
chr1	chr1_43544785-43606125	43544785	43606125	61340	5096	8	2738	1	0.537284	1.46907
chr1	chr1_4359937-4454029	4359937	4454029	94092	5096	521	1196	356	0.234694	4.93306
chr1	chr1_43606125-43661926	43606125	43661926	55801	5096	35	3237	19	0.635204	1.46897
chr1	chr1_43661926-43783081	43661926	43783081	121155	5096	67	1443	40	0.283163	2.59107
chr1	chr1_43783081-43945917	43783081	43945917	162836	5096	1651	1594	1466	0.312794	5.98321
chr1	chr1_43945917-44021596	43945917	44021596	75679	5096	80	1756	48	0.344584	2.65793
chr1	chr1_44021596-44076324	44021596	44076324	54728	5096	631	1805	391	0.354199	5.224
chr1	chr1_44076324-44121840	44076324	44121840	45516	5096	176	2762	110	0.541994	2.08439
chr1	chr1_44121840-44390380	44121840	44390380	268540	5096	283	2873	231	0.563776	1.86172
chr1	chr1_44390380-44412877	44390380	44412877	22497	5096	29	3646	11	0.715463	1.34545
chr1	chr1_44412877-44430987	44412877	44430987	18110	5096	16	4218	6	0.827708	0.758078
chr1	chr1_44430987-44500802	44430987	44500802	69815	5096	466	2849	308	0.559066	3.87571
chr1	chr1_44500802-44526309	44500802	44526309	25507	5096	826	1538	507	0.301805	6.08203
chr1	chr1_44526309-44546601	44526309	44546601	20292	5096	10	2914	5	0.571821	1.62749
chr1	chr1_4454029-4480984	4454029	4480984	26955	5096	74	2116	38	0.415228	2.53753
chr1	chr1_44546601-44597262	44546601	44597262	50661	5096	303	939	192	0.184262	4.23197
chr1	chr1_44597262-44616734	44597262	44616734	19472	5096	233	2862	104	0.561617	3.23967
chr1	chr1_44616734-44701471	44616734	44701471	84737	5096	172	1254	109	0.246075	3.33441
chr1	chr1_44701471-44809879	44701471	44809879	108408	5096	30	2691	13	0.528061	2.00659
chr1	chr1_4480984-4509635	4480984	4509635	28651	5096	241	1945	147	0.381672	3.2582
chr1	chr1_44809879-45015501	44809879	45015501	205622	5096	82	2665	68	0.522959	2.03792
chr1	chr1_45015501-45301250	45015501	45301250	285749	5096	416	3653	389	0.716837	2.169
chr1	chr1_4509635-4535091	4509635	4535091	25456	5096	78	2695	47	0.528846	2.23055
chr1	chr1_45301250-45545333	45301250	45545333	244083	5096	972	2514	851	0.493328	3.99577
chr1	chr1_4535091-4580842	4535091	4580842	45751	5096	390	1848	270	0.362637	4.09651
chr1	chr1_45545333-46140056	45545333	46140056	594723	5096	515	2593	505	0.50883	2.31884
chr1	chr1_4580842-4614369	4580842	4614369	33527	5096	3	4403	0	0.864011	0.582028
chr1	chr1_46140056-46182221	46140056	46182221	42165	5096	44	3226	20	0.633046	1.52381
chr1	chr1_4614369-4652381	4614369	4652381	38012	5096	428	1085	293	0.212912	4.53505
chr1	chr1_46182221-46332794	46182221	46332794	150573	5096	41	2922	29	0.573391	1.63479
chr1	chr1_46332794-46432391	46332794	46432391	99597	5096	4	4417	1	0.866758	0.572255
